city_name;postal_code;area_sqm;population;category
Meinerzhagen;58540;115.69;20535;smaller
Luckenwalde;14943;46.61;20535;smaller
Herborn;35745;63.76;20520;smaller
Hörstel;48477;107.54;20506;smaller
Enger;32130;41.24;20483;smaller
Coswig;01640;25.88;20462;smaller
Stadtlohn;48703;79.25;20458;smaller
Fröndenberg/Ruhr;58730;56.23;20436;smaller
Wittmund;26409;210.16;20433;smaller
Schifferstadt;67105;45105;20403;smaller
Werdau;08412;65.62;20381;smaller
Rheinstetten;76287;32.31;20301;smaller
Bad Schwartau;23611;18.39;20264;smaller
Dingolfing;84130;44;20191;smaller
Bad Waldsee;88339;108.55;20175;smaller
Blieskastel;66440;108.21;20153;smaller
Zossen;15806;180.39;20130;smaller
Burgwedel;30938;152.85;20123;smaller
Neustrelitz;17235;139.89;20103;smaller
Duderstadt;37115;95.64;20097;smaller
Lichtenfels;96215;122.16;20071;smaller
Greiz;07973;84.86;20021;smaller
Reichenbach im Vogtland;08468;34.47;19992;smaller
Leinefelde-Worbis;37327;115.79;19986;smaller
Telgte;48291;90.9;19982;smaller
Oberkirch;77704;69.1;19929;smaller
Schopfheim;79650;67.93;19922;smaller
Ochtrup;48607;105.63;19893;smaller
Aue-Bad Schlema;08280;36.43;19834;smaller
Giengen an der Brenz;89537;44.07;19753;smaller
Holzminden;37603;88.24;19745;smaller
Tettnang;88069;71.25;19710;smaller
Dillingen/ Saar;66763;45068;19668;smaller
Gerlingen;70839;44943;19657;smaller
Donauwörth;86609;77.04;19640;smaller
Ennigerloh;59320;125.56;19639;smaller
Torgau;04860;102.82;19625;smaller
Waldbröl;51545;63.32;19618;smaller
Schmalkalden;98574;105.38;19555;smaller
Dillingen a.d.Donau;89407;75.59;19538;smaller
Korntal-Münchingen;70825;20.71;19517;smaller
Bad Friedrichshall;74177;24.71;19505;smaller
Sarstedt;31157;43;19423;smaller
Schenefeld;22869;36404;19402;smaller
Marsberg;34431;182.22;19377;smaller
Wittlich;54516;49.64;19345;smaller
Bückeburg;31675;68.9;19336;smaller
Rhede;46414;78.9;19336;smaller
Mayen;56727;58.19;19335;smaller
Mölln;23879;45071;19329;smaller
Haiger;35708;106.73;19321;smaller
Moosburg a.d.Isar;85368;43.85;19309;smaller
Bad Pyrmont;31812;61.99;19285;smaller
Eschwege;37269;63.26;19278;smaller
Blankenburg (Harz);38889;148.98;19248;smaller
Sachsenheim;74343;57.92;19202;smaller
Oschersleben (Bode);39387;188.92;19193;smaller
Müllheim;79379;57.91;19188;smaller
Bad Aibling;83043;41.4;19164;smaller
Heusenstamm;63150;45004;19160;smaller
Weil der Stadt;71263;43.17;19157;smaller
Hechingen;72379;66.41;19156;smaller
Seesen;38723;102.32;19125;smaller
Annaberg-Buchholz;09456;28.15;19118;smaller
Sulzbach-Rosenberg;92237;53.12;19094;smaller
Alzey;55232;35.22;19082;smaller
Bad Tölz;83646;45168;19061;smaller
Borna;04552;62.45;19031;smaller
Haldensleben;39340;156.21;19028;smaller
Bad Driburg;33014;115.3;18985;smaller
Wolfratshausen;82515;41518;18984;smaller
Schneverdingen;29640;234.92;18964;smaller
Wassenberg;41849;42.43;18952;smaller
Burghausen;84489;19.81;18862;smaller
Nauen;14641;268.14;18854;smaller
Hemmingen;30966;31.73;18845;smaller
Marktoberdorf;87616;95.15;18769;smaller
Pfullingen;72793;30.14;18749;smaller
Sömmerda;99610;87.57;18717;smaller
Bad Berleburg;57319;275.52;18709;smaller
Prenzlau;17291;142.96;18706;smaller
Lebach;66822;64.21;18694;smaller
Burscheid;51399;27.33;18681;smaller
Radeberg;01454;29.83;18675;smaller
Bremervörde;27432;150.42;18666;smaller
Kolbermoor;83059;19.83;18662;smaller
Weißenburg i.Bay.;91781;97.58;18593;smaller
Bad Dürkheim;67098;102.55;18576;smaller
Schkeuditz;04435;81.47;18574;smaller
Alfeld (Leine);31061;72.88;18550;smaller
Alzenau;63755;59.3;18542;smaller
Uetersen;25436;16011;18476;smaller
Bad Reichenhall;83435;41.92;18456;smaller
Renningen;71272;31.15;18435;smaller
Bergneustadt;51702;37.89;18416;smaller
Glinde;21509;44501;18376;smaller
Vlotho;32602;76.93;18334;smaller
Kronberg im Taunus;61476;18.58;18322;smaller
Hochheim am Main;65239;19.47;18310;smaller
Konz;54329;44.57;18295;smaller
Wörth am Rhein;76744;131.62;18274;smaller
Püttlingen;66346;23.95;18269;smaller
Hessisch Oldendorf;31840;120.32;18228;smaller
Crimmitschau;08451;61.15;18227;smaller
Schwalmstadt;34613;84.79;18195;smaller
Vellmar;34246;13.97;18166;smaller
Lahnstein;56112;37.62;18111;smaller
Großenhain;01558;130.36;17958;smaller
Pohlheim;35415;38;17872;smaller
Illertissen;89257;36.39;17843;smaller
Auerbach/Vogtl.;08209;55.52;17804;smaller
Bobingen;86399;50.26;17757;smaller
Buchen (Odenwald);74722;138.93;17756;smaller
Oberasbach;90522;45150;17749;smaller
Frankenberg (Eder);35066;124.86;17739;smaller
Werdohl;58791;33.38;17727;smaller
Freudenberg;57258;54.6;17677;smaller
Bad Saulgau;88348;97.33;17586;smaller
Bad Säckingen;79713;25.35;17552;smaller
Forst (Lausitz)/Baršć (Łužyca);03149;110.7;17545;smaller
Bad Segeberg;23795;18.87;17529;smaller
Schrobenhausen;86529;75.26;17505;smaller
Bexbach;66450;31.09;17482;smaller
Freilassing;83395;14.81;17472;smaller
Parchim;19370;124.81;17467;smaller
Remagen;53424;33.21;17456;smaller
Bad Münder am Deister;31848;107.97;17447;smaller
Sinzig;53489;41.1;17414;smaller
Damme;49401;104.39;17366;smaller
Nidda;63667;118.33;17314;smaller
Garching b.München;85748;28.17;17300;smaller
Sigmaringen;72488;92.84;17263;smaller
Vilshofen an der Donau;94474;86.29;17240;smaller
Bad Wildungen;34537;120.1;17231;smaller
Diepholz;49356;104.7;17192;smaller
Gescher;48712;80.84;17186;smaller
Bad Langensalza;99947;129.37;17157;smaller
Bad Münstereifel;53902;150.83;17152;smaller
Horn-Bad Meinberg;32805;90.15;17142;smaller
Stockach;78333;69.73;17118;smaller
Trossingen;78647;44981;17095;smaller
Cham;93413;80.69;17029;smaller
Marktredwitz;95615;49.52;17019;smaller
Kelsterbach;65451;15.41;17013;smaller
Oerlinghausen;33813;32.69;17001;smaller
Thale;06502;137.67;16994;smaller
Kamenz / Kamjenc;01917;98.3;16985;smaller
Bendorf;56170;45284;16962;smaller
Eutin;23701;41.39;16948;smaller
Schwarzenbek;21493;20394;16940;smaller
Babenhausen;64832;66.85;16920;smaller
Eltville am Rhein;65343;46.77;16911;smaller
Heilbad Heiligenstadt;37308;70.87;16899;smaller
Gunzenhausen;91710;82.72;16860;smaller
Kronach;96317;66.98;16788;smaller
Kelheim;93309;76.68;16779;smaller
Ginsheim-Gustavsburg;65462;13.94;16761;smaller
Hünfeld;36088;119.75;16748;smaller
Wittenberge;19322;50.63;16682;smaller
Bad Wörishofen;86825;57.79;16648;smaller
Penzberg;82377;25.73;16553;smaller
Königstein im Taunus;61462;45071;16540;smaller
Heidenau;01809;45118;16540;smaller
Marienberg;09496;133.49;16524;smaller
Bürstadt;68642;34.46;16430;smaller
Bad Lippspringe;33175;51.01;16424;smaller
Altena;58762;44.42;16389;smaller
Reinheim;64354;45134;16385;smaller
Guben;03172;43.99;16377;smaller
Blaustein;89134;55.61;16305;smaller
Bassum;27211;168.85;16289;smaller
Sulzbach/ Saar;66280;45123;16256;smaller
Kirchhain;35274;90.95;16246;smaller
Wurzen;04808;69;16238;smaller
Straelen;47638;74;16232;smaller
Pocking;94060;68.86;16223;smaller
Brackenheim;74336;45.75;16219;smaller
Brakel;33034;173.92;16195;smaller
Freiberg am Neckar;71691;13.14;16153;smaller
Raunheim;65479;45089;16137;smaller
Halver;58553;77.23;16120;smaller
Wendlingen am Neckar;73240;42339;16105;smaller
Michelstadt;64720;86.98;16078;smaller
Erwitte;59597;89.41;16043;smaller
Kierspe;58566;71.91;16043;smaller
Schwarzenberg/Erzgeb.;08340;46.31;16011;smaller
Preetz;24211;45030;16005;smaller
Bargteheide;22941;15.82;15987;smaller
Zeulenroda-Triebes;07937;135.14;15986;smaller
Markranstädt;04420;58.46;15981;smaller
Bad Bentheim;48455;99.99;15948;smaller
Alsfeld;36304;129.71;15945;smaller
Schlüchtern;36381;113.3;15927;smaller
Weener;26826;81.23;15927;smaller
Bad Arolsen;34454;126.47;15825;smaller
Füssen;87629;43.48;15800;smaller
Marbach am Neckar;71672;45095;15797;smaller
Königslutter am Elm;38154;131.13;15786;smaller
Lübbenau/Spreewald / Lubnjow/Błota;03222;139.51;15761;smaller
Finsterwalde;03238;77.52;15748;smaller
Taucha;04425;33.22;15733;smaller
Eilenburg;04838;46.84;15721;smaller
Bitburg;54634;47.55;15700;smaller
Wadern;66687;111.14;15697;smaller
Künzelsau;74653;75.17;15637;smaller
Drensteinfurt;48317;106.6;15607;smaller
Breisach am Rhein;79206;54.59;15588;smaller
Erlensee;63526;18.58;15579;smaller
Altdorf b.Nürnberg;90518;48.59;15563;smaller
Templin;17268;379.58;15540;smaller
Ebersbach an der Fils;73061;26.26;15531;smaller
Rahden;32369;137.48;15505;smaller
Langenau;89129;75.03;15501;smaller
Dieburg;64807;45161;15500;smaller
Walldorf;69190;19.91;15473;smaller
Ribnitz-Damgarten;18311;122.83;15451;smaller
Boppard;56154;74.88;15403;smaller
Mindelheim;87719;56.42;15364;smaller
Eppelheim;69214;45112;15359;smaller
Hofgeismar;34369;86.37;15309;smaller
Stadtbergen;86391;18203;15307;smaller
Neustadt in Holstein;23730;19.73;15288;smaller
Bad Neustadt a.d.Saale;97616;36.9;15277;smaller
Schwalbach am Taunus;65824;17319;15269;smaller
Weißwasser/O.L.;02943;63.43;15255;smaller
Gehrden;30989;43.27;15177;smaller
Mainburg;84048;61.54;15165;smaller
Bad Bramstedt;24576;24.14;15149;smaller
Blomberg;32825;99.1;15095;smaller
Munster;29633;194.52;15059;smaller
Ober-Ramstadt;64372;41.88;15011;smaller
Lohr a.Main;97816;90.42;14999;smaller
Dorfen;84405;99.56;14992;smaller
Langelsheim;38685;108.76;14990;smaller
Landsberg;06188;125.44;14960;smaller
Neustadt b.Coburg;96465;61.89;14951;smaller
Witzenhausen;37213;126.78;14943;smaller
Schriesheim;69198;31.61;14897;smaller
Brake (Unterweser);26919;38.3;14884;smaller
Markgröningen;71706;28.17;14865;smaller
Karlstadt;97753;98.15;14864;smaller
Bad Wurzach;88410;182.24;14827;smaller
Clausthal-Zellerfeld;38678;43.69;14804;smaller
Fritzlar;34560;88.81;14780;smaller
Usingen;61250;55.81;14733;smaller
Hückeswagen;42499;50.52;14706;smaller
Kraichtal;76703;80.59;14703;smaller
Selb;95100;86.07;14609;smaller
Hilchenbach;57271;81.12;14583;smaller
Schwabmünchen;86830;55.5;14553;smaller
Jever;26441;42.23;14550;smaller
Pattensen;30982;67.13;14525;smaller
Münsingen;72525;116.93;14524;smaller
Isny im Allgäu;88316;85.39;14518;smaller
Neustadt a.d.Donau;93333;93.53;14495;smaller
Wilsdruff;01723;81.6;14474;smaller
Lauda-Königshofen;97922;94.44;14469;smaller
Uhingen;73066;24.79;14439;smaller
Neu-Anspach;61267;36.12;14439;smaller
Plochingen;73207;23651;14433;smaller
Langenselbold;63505;26.23;14421;smaller
Ratzeburg;23909;30.29;14418;smaller
Olsberg;59939;118;14410;smaller
Ottweiler;66564;45.56;14395;smaller
Montabaur;56410;33.77;14391;smaller
Oberndorf am Neckar;78727;55.92;14372;smaller
Stein;90547;19.51;14329;smaller
Immenstadt i.Allgäu;87509;81.44;14315;smaller
Spenge;32139;40.35;14313;smaller
Eberbach;69412;81.15;14313;smaller
Sandersdorf-Brehna;06792;81.89;14302;smaller
Markdorf;88677;40.91;14284;smaller
Abensberg;93326;60.26;14284;smaller
Löbau;02708;78.9;14277;smaller
Sassenberg;48336;78.08;14258;smaller
Mittweida;09648;41.26;14209;smaller
Gernsbach;76593;82.03;14171;smaller
Bad Camberg;65520;54.6;14158;smaller
Jessen (Elster);06917;352.25;14150;smaller
Hohenstein-Ernstthal;09337;18.58;14142;smaller
Tornesch;25436;20.61;14118;smaller
Dippoldiswalde;01744;103.99;14096;smaller
Burglengenfeld;93133;93.26;14086;smaller
Uslar;37170;113.59;14062;smaller
Wittstock/Dosse;16909;420.27;13995;smaller
Neutraubling;93073;27638;13981;smaller
Bebra;36179;93.71;13972;smaller
Homberg (Efze);34576;100.11;13970;smaller
Kalkar;47546;88.2;13953;smaller
Lich;35423;77.61;13938;smaller
Lübben (Spreewald) / Lubin (Błota);15907;120.85;13937;smaller
Grafing b.München;85567;29.58;13936;smaller
Lorsch;64653;25.24;13930;smaller
Lauchhammer;01979;89.3;13930;smaller
Murrhardt;71540;71.15;13924;smaller
Leuna;06237;87.85;13899;smaller
Oschatz;04758;55.44;13884;smaller
Schwentinental;24223;17.81;13873;smaller
Eggenfelden;84307;44.35;13853;smaller
Hilpoltstein;91161;89.72;13852;smaller
Lauterbach (Hessen);36341;101.98;13852;smaller
Landau a.d.Isar;94405;84.4;13852;smaller
Rotenburg a. d. Fulda;36199;79.97;13848;smaller
Grünstadt;67269;45187;13840;smaller
Zeven;27404;74.13;13828;smaller
Wanzleben-Börde;39164;188.15;13821;smaller
Erbach;64711;61.52;13818;smaller
Vöhringen;89269;23.69;13800;smaller
Erbach;89155;63.29;13797;smaller
Meerane;08393;19.81;13781;smaller
Weißenhorn;89264;53.72;13743;smaller
Aßlar;35614;43.57;13725;smaller
Frankenberg/Sa.;09669;65.62;13724;smaller
Philippsburg;76661;50.54;13713;smaller
Angermünde;16278;324.24;13696;smaller
Melsungen;34212;63.09;13695;smaller
Grünberg;35305;89.22;13694;smaller
Schneeberg;08289;23.35;13685;smaller
Eppstein;65817;24.19;13673;smaller
Solms;35606;34.02;13670;smaller
Buchloe;86807;36.18;13668;smaller
Bergen auf Rügen;18528;51.49;13647;smaller
Höchstadt a.d.Aisch;91315;70.87;13632;smaller
Hettstedt;06333;36.93;13623;smaller
Schmölln;04626;94.53;13620;smaller
Quakenbrück;49610;17.96;13612;smaller
Krumbach (Schwaben);86381;44.64;13610;smaller
Ettenheim;77955;48.8;13603;smaller
Haßfurt;97437;52.66;13596;smaller
Löningen;49624;143.52;13592;smaller
Oebisfelde-Weferlingen;39646;249.36;13544;smaller
Bad Soden-Salmünster;63628;58.59;13540;smaller
Pfullendorf;88630;90.5;13501;smaller
Asperg;71679;45143;13486;smaller
Eichstätt;85072;47.79;13465;smaller
Holzgerlingen;71088;13.39;13453;smaller
Spaichingen;78549;45064;13407;smaller
Genthin;39307;230.76;13402;smaller
Bad Dürrheim;78073;62.08;13397;smaller
Wiesmoor;26639;82.94;13372;smaller
Bergen;29303;164.4;13371;smaller
Biedenkopf;35216;90.31;13361;smaller
Bad Laasphe;57334;135.95;13337;smaller
Neustadt a.d.Aisch;91413;61.21;13319;smaller
Linden;35440;22.77;13300;smaller
Pegnitz;91257;99.98;13298;smaller
Dinklage;49413;72.81;13290;smaller
Sendenhorst;48324;96.95;13279;smaller
Bad Salzdetfurth;31162;67.2;13266;smaller
Neckargemünd;69151;26.16;13262;smaller
Tauberbischofsheim;97941;69.29;13238;smaller
Zehdenick;16792;223.06;13222;smaller
Wolfhagen;34466;112.29;13205;smaller
Velen;46342;70.75;13198;smaller
Haselünne;49740;159.43;13196;smaller
Südliches Anhalt;06369;192.63;13146;smaller
Wehr;79664;35.64;13090;smaller
Beverungen;37688;98.09;13083;smaller
Pfarrkirchen;84347;52.35;13073;smaller
Herbrechtingen;89542;58.63;13070;smaller
Rödental;96472;49.97;13046;smaller
Olfen;59399;52.43;13040;smaller
Östringen;76684;53.28;13012;smaller
Sulingen;27232;110.83;13005;smaller
Plattling;94447;35.9;13001;smaller
St. Georgen im Schwarzwald;78112;59.85;12998;smaller
Altötting;84503;45130;12983;smaller
Fehmarn;23769;185.5;12971;smaller
Schleiden;53937;121.67;12956;smaller
Treuchtlingen;91757;103.38;12951;smaller
Weilburg;35781;57.51;12939;smaller
Schüttorf;48465;19.45;12934;smaller
Beelitz;14547;181.3;12880;smaller
Rosbach v. d. Höhe;61191;45.33;12838;smaller
Hadamar;65589;40.99;12836;smaller
Linnich;52441;65.43;12835;smaller
Wasserburg a.Inn;83512;45156;12800;smaller
Wächtersbach;63607;50.79;12797;smaller
Möckern;39291;524.35;12778;smaller
Besigheim;74354;16.83;12772;smaller
Hungen;35410;86.78;12765;smaller
Weinsberg;74189;22.22;12753;smaller
Bad Doberan;18209;32.85;12752;smaller
Herzberg am Harz;37412;71.88;12723;smaller
Waltershausen;99880;60.62;12664;smaller
Feuchtwangen;91555;137.21;12599;smaller
Roding;93426;119.61;12587;smaller
Steinheim;32839;75.69;12572;smaller
Bad Urach;72574;55.42;12561;smaller
Sulz am Neckar;72172;87.62;12560;smaller
Hersbruck;91217;45191;12548;smaller
Zella-Mehlis;98544;52.99;12532;smaller
Twistringen;27239;114.38;12527;smaller
Blaubeuren;89143;79.11;12504;smaller
Borken (Hessen);34582;82.46;12440;smaller
Röthenbach a.d.Pegnitz;90552;14.29;12431;smaller
Winterberg;59955;147.95;12427;smaller
Velten;16727;23.42;12405;smaller
Schongau;86956;21.34;12401;smaller
Jüterbog;14913;176.48;12382;smaller
Brunsbüttel;25541;65.21;12381;smaller
Preußisch Oldendorf;32361;68.76;12375;smaller
Bad Windsheim;91438;78.24;12371;smaller
Hessisch Lichtenau;37235;105.72;12360;smaller
Vilsbiburg;84137;68.84;12325;smaller
Neuenburg am Rhein;79395;44.1;12314;smaller
Frohburg;04654;145.29;12311;smaller
Gladenbach;35075;72.28;12294;smaller
Gaildorf;74405;62.59;12268;smaller
Bad Freienwalde (Oder);16259;131.11;12231;smaller
Ebersberg;85560;40.84;12210;smaller
Bad Fallingbostel;29683;63.7;12209;smaller
Bad Wünnenberg;33181;161.3;12202;smaller
Titisee-Neustadt;79822;89.64;12197;smaller
Anklam;17389;56.68;12177;smaller
Burladingen;72393;123.3;12169;smaller
Wernau (Neckar);73249;32782;12164;smaller
Hagenow;19230;67.54;12146;smaller
Laichingen;89150;69.83;12118;smaller
Steinheim an der Murr;71711;23.18;12087;smaller
Ladenburg;68526;19;12076;smaller
Ludwigslust;19288;78.64;12070;smaller
Dinkelsbühl;91550;75.16;12053;smaller
Maxhütte-Haidhof;93142;34.69;12027;smaller
Perleberg;19348;138.69;12007;smaller
Osterhofen;94486;111.16;11920;smaller
Wolgast;17438;61.73;11890;smaller
Erkner;15537;16.53;11840;smaller
Zwönitz;08297;64.24;11836;smaller
Neustadt in Sachsen;01844;83.12;11823;smaller
Leingarten;74211;23.47;11772;smaller
Lauffen am Neckar;74348;22.63;11755;smaller
Pritzwalk;16928;167.46;11741;smaller
Hemsbach;69502;31382;11740;smaller
Oestrich-Winkel;65375;59.51;11723;smaller
Hauzenberg;94051;82.79;11703;smaller
Neuenrade;58809;54.1;11663;smaller
Hildburghausen;98646;72.89;11660;smaller
Pößneck;07381;24.43;11654;smaller
Monschau;52156;94.6;11645;smaller
Lauenburg/ Elbe;21481;20699;11644;smaller
Bopfingen;73441;76.96;11621;smaller
Drolshagen;57489;67.11;11618;smaller
Walldürn;74731;105.91;11612;smaller
Lindenberg i.Allgäu;88161;30987;11585;smaller
Geisenfeld;85290;88.3;11569;smaller
Ebersbach-Neugersdorf;02730;20.45;11526;smaller
Billerbeck;48727;91.36;11525;smaller
Geisenheim;65366;40.34;11515;smaller
Coswig (Anhalt);06869;295.61;11494;smaller
Miesbach;83714;32.44;11469;smaller
Schwaigern;74193;49.49;11438;smaller
Gräfenhainichen;06773;159.54;11413;smaller
Wittingen;29378;225.83;11405;smaller
Bad Dürrenberg;06231;36.15;11389;smaller
Wolmirstedt;39326;54.27;11371;smaller
Trostberg;83308;51.55;11355;smaller
Marktheidenfeld;97828;35.7;11292;smaller
Bad Schwalbach;65307;40.27;11277;smaller
Ochsenfurt;97199;63.57;11263;smaller
Rheinau;77866;73.5;11249;smaller
Mülheim-Kärlich;56218;16.42;11248;smaller
Rothenburg ob der Tauber;91541;41.67;11238;smaller
Welzheim;73642;37.99;11219;smaller
Bad Nenndorf;31542;23.22;11189;smaller
Stollberg/Erzgeb.;09366;38.99;11166;smaller
Herbolzheim;79336;35.48;11156;smaller
Lauingen (Donau);89415;44.39;11137;smaller
Schöningen;38364;35.47;11121;smaller
Werther (Westf.);33824;35.42;11108;smaller
Engen;78234;70.56;11101;smaller
Balve;58802;74.81;11092;smaller
Diez;65582;15311;11092;smaller
Bad Belzig;14806;236.07;11053;smaller
Osterwieck;38835;212.91;11012;smaller
Braunfels;35619;47.28;10994;smaller
Lichtenstein/Sa.;09350;15.47;10975;smaller
Gengenbach;77723;61.9;10946;smaller
Lorch;73547;34.28;10929;smaller
Isselburg;46419;42.8;10928;smaller
Oelsnitz/Erzgeb.;09376;26.28;10902;smaller
Waldkirchen;94065;80.01;10901;smaller
Regen;94209;65.14;10868;smaller
Hammelburg;97762;128.88;10859;smaller
Wildau;15745;45239;10848;smaller
Haigerloch;72401;76.44;10836;smaller
Rutesheim;71277;16.22;10820;smaller
Altensteig;72213;53.19;10806;smaller
Donzdorf;73072;39.82;10795;smaller
Gernsheim;64579;40.11;10772;smaller
Meßstetten;72469;76.8;10766;smaller
Rüthen;59602;158.15;10753;smaller
Riedlingen;88499;64.96;10741;smaller
Glückstadt;25348;22.75;10719;smaller
Gronau (Leine);31028;88.39;10690;smaller
Boizenburg/ Elbe;19258;47.42;10689;smaller
Lichtenau;33165;192.57;10685;smaller
Langenzenn;90579;46.33;10684;smaller
Eisenberg;07607;24.67;10673;smaller
Schleusingen;98553;125.59;10656;smaller
Steinbach (Taunus);61449;45020;10647;smaller
Felsberg;34587;83.32;10638;smaller
Bischofswerda;01877;46.21;10623;smaller
Kenzingen;79341;36.93;10614;smaller
Olbernhau;09526;125.35;10570;smaller
Bad Iburg;49186;36.47;10559;smaller
Tangerhütte;39517;294.99;10544;smaller
Barmstedt;25355;17.17;10542;smaller
Bad Staffelstein;96231;99.51;10481;smaller
Flöha;09557;27.76;10458;smaller
Büdelsdorf;24782;17685;10456;smaller
Gommern;39245;160.11;10452;smaller
Nossen;01683;122.74;10446;smaller
Grevesmühlen;23936;52.38;10440;smaller
Burgstädt;09217;25.88;10436;smaller
Braunsbedra;06242;74.31;10432;smaller
Bad Wildbad;75323;105.22;10397;smaller
Dissen am Teutoburger Wald;49201;31.9;10369;smaller
Neuenhaus;49828;31.37;10356;smaller
Tangermünde;39590;89.98;10350;smaller
Nieder-Olm;55268;44866;10348;smaller
Demmin;17109;82.06;10337;smaller
Bad Orb;63619;47.75;10333;smaller
Querfurt;06268;155.62;10321;smaller
Lollar;35457;21.39;10315;smaller
Wildberg;72218;56.68;10306;smaller
Endingen am Kaiserstuhl;79346;45133;10296;smaller
Bad Lauterberg im Harz;37431;41.56;10290;smaller
Burgau;89331;25.92;10278;smaller
Aulendorf;88326;52.33;10277;smaller
Weilheim an der Teck;73235;26.51;10269;smaller
Werlte;49757;63.81;10259;smaller
Erlenbach a.Main;63906;16.31;10256;smaller
Steinau an der Straße;36396;104.86;10236;smaller
Neuenstadt am Kocher;74196;41.17;10211;smaller
Nideggen;52385;65.04;10204;smaller
Oberzent;64760;165.61;10198;smaller
Neustadt (Hessen);35279;56.86;10177;smaller
Süßen;73079;29190;10143;smaller
Niebüll;25899;30.63;10139;smaller
Bleicherode;99752;108.17;10129;smaller
Bogen;94327;49.74;10121;smaller
Simbach a.Inn;84359;47.33;10111;smaller
Rehburg-Loccum;31547;99.97;10107;smaller
Blumberg;78176;98.72;10103;smaller
Betzdorf;57518;20699;10099;smaller
Münchberg;95213;68.78;10049;smaller
Gemünden a.Main;97737;75.06;10017;smaller
Schotten;63679;133.56;9999;smaller
Beilngries;92339;100.02;9993;smaller
Oelsnitz/Vogtl.;08606;53.66;9988;smaller
Wahlstedt;23812;15.75;9958;smaller
Friedrichsthal;66299;36373;9955;smaller
Bad Frankenhausen/Kyffhäuser;06567;91.06;9951;smaller
Niddatal;61194;40.25;9925;smaller
Rüdesheim am Rhein;65385;51.41;9921;smaller
Aichtal;72631;45100;9919;smaller
Meuselwitz;04610;53.66;9897;smaller
Heubach;73540;25.78;9892;smaller
Oldenburg in Holstein;23758;39.69;9881;smaller
Oberharz am Brocken;38875;271.52;9873;smaller
Bad König;64732;46.73;9861;smaller
Mengen;88512;49.82;9850;smaller
Pasewalk;17309;55.21;9841;smaller
Heilsbronn;91560;62.23;9825;smaller
Gudensberg;34281;46.49;9815;smaller
Wettin-Löbejün;06193;127.13;9794;smaller
Bad Ems;56130;15.41;9761;smaller
Trebbin;14959;126.36;9760;smaller
Schlitz;36110;142.06;9726;smaller
Bad Liebenzell;75378;33.78;9712;smaller
Klötze;38486;278.73;9680;smaller
Bad Breisig;53498;19.93;9671;smaller
Bockenem;31167;109.96;9666;smaller
Großröhrsdorf;01900;40.94;9661;smaller
Altlandsberg;15345;106.6;9654;smaller
Brandis;04821;34.89;9646;smaller
Fürstenau;49584;78.64;9621;smaller
Bleckede;21354;140.65;9613;smaller
Visselhövede;27374;159.2;9589;smaller
Laubach;35321;97.01;9569;smaller
Osthofen;67574;18.62;9528;smaller
Ohrdruf;99885;113.6;9525;smaller
Wilkau-Haßlau;08112;24077;9520;smaller
Mittenwalde;15749;99.13;9515;smaller
Dassel;37586;113.24;9511;smaller
Osterburg (Altmark);39606;229.81;9500;smaller
Ilsenburg (Harz);38871;62.97;9497;smaller
Bad Gandersheim;37581;90.85;9476;smaller
Kemberg;06901;235.25;9473;smaller
Luckau;15926;207.44;9466;smaller
Hemau;93155;122.34;9456;smaller
Steinbach-Hallenberg;98587;76.73;9435;smaller
Runkel;65594;43.71;9427;smaller
Wertingen;86637;51.88;9415;smaller
Töging a.Inn;84513;13.65;9407;smaller
Lüchow (Wendland);29439;89.46;9407;smaller
Hohenmölsen;06679;75.31;9405;smaller
Bad Bevensen;29549;48.37;9400;smaller
Storkow (Mark);15859;180.71;9373;smaller
Höhr-Grenzhausen;56203;15.88;9368;smaller
Miltenberg;63897;60.25;9359;smaller
Ichenhausen;89335;34.27;9329;smaller
Rehau;95111;80.33;9324;smaller
Eisenberg (Pfalz);67304;18.75;9313;smaller
Obernkirchen;31683;32.45;9288;smaller
Heiligenhafen;23774;18.32;9283;smaller
Werneuchen;16356;117.02;9261;smaller
Grimmen;18507;50.51;9260;smaller
Sebnitz;01855;88.23;9248;smaller
Zwenkau;04442;46.29;9246;smaller
Lügde;32676;88.64;9244;smaller
Bad Liebenwerda;04924;138.88;9242;smaller
Tecklenburg;49545;70.49;9229;smaller
Nittenau;93149;98.73;9210;smaller
Wunsiedel;95632;54.88;9177;smaller
Weißenthurm;56575;36220;9171;smaller
Kyritz;16866;157.39;9155;smaller
Zahna-Elster;06895;148.63;9143;smaller
Zörbig;06780;113.69;9139;smaller
Niesky;02906;53.82;9130;smaller
Freystadt;92342;80.56;9116;smaller
Elsfleth;26931;115.19;9113;smaller
Sassnitz;18546;47.41;9064;smaller
Brand-Erbisdorf;09618;46.33;9059;smaller
Bad Griesbach i.Rottal;94086;70.13;9047;smaller
Laufenburg (Baden);79725;23.57;9045;smaller
Rain;86641;77.13;9042;smaller
Mendig;56743;23.75;9032;smaller
Reinfeld (Holstein);23858;17.37;9029;smaller
Neustadt an der Orla;07806;86.08;9022;smaller
Kandel;76870;26.69;9017;smaller
Borgholzhausen;33829;55.99;9001;smaller
Ochsenhausen;88416;59.96;8991;smaller
Zwiesel;94227;41.16;8984;smaller
Elze;31008;47.81;8973;smaller
Berching;92334;131.18;8957;smaller
Plön;24306;36.76;8943;smaller
Wetter (Hessen);35083;104.53;8940;smaller
Waldheim;04736;41.71;8932;smaller
